# Wordlist

# DATA
ID	DOCULECT	CONCEPT	CONCEPT_SPANISH	CONCEPT_FRENCH	CONCEPT_PORTUGUESE	SEMANTIC_FIELD	VALUE_IN_SOURCE	VALUE	FORM1	FORM2	FORM	SEGMENTS	SOURCE	COGID	PROBLEMATIC
80	Yukuna	arm	brazo	bras	braço	body part	$aʔanapitahi$ (braço) {Schauer 2005}		aʔanapitahi		aʔanapitahi	a ʔ a n a p i t a h i	Schauer 2005	103	
4453	Baniwa	arm			braço		<-naapa> (braço) {Ramirez 2001}	-naapa			-naapa	� n a a p a	Ramirez 2001	99	
#
81	Achagua	armadillo, general	armadillo, carachupa	tatou	tatu	animal	$tʃe:$ <tʃée> {Melendez 2011}, $alitai$ <alítai> (armadillo) {Melendez 2011}	tʃée	tʃe:		tʃe:	tʃe:	Melendez 2011	105	
82	Achagua	armadillo, general	armadillo, carachupa	tatou	tatu	animal	$tʃe:$ <tʃée> {Melendez 2011}, $alitai$ <alítai> (armadillo) {Melendez 2011}	alítai	alitai		alitai	a l i t a i	Melendez 2011	106	
83	Kabiyari	armadillo, general	armadillo, carachupa	tatou	tatu	animal	$tʃéʔe$ (tatu) {hr01}		tʃéʔe		tʃéʔe	tʃ é ʔ e	hr01	105	
84	Piapoco	armadillo, general	armadillo, carachupa	tatou	tatu	animal	<tʃèe> $tʃèe$ (tatu) {dp91}, $álitali$ (tatu) {H&R 1992}	tʃèe	tʃèe		tʃèe	tʃ è e	dp91	105	
85	Piapoco	armadillo, general	armadillo, carachupa	tatou	tatu	animal	<tʃèe> $tʃèe$ (tatu) {dp91}, $álitali$ (tatu) {H&R 1992}		álitali		álitali	á l i t a l i	H&R 1992	106	
86	Resigaro	armadillo, general	armadillo, carachupa	tatou	tatu	animal	$dʒóʔnó$ (tatu) {Epps}, $tsaʔi$ (tatu) {Epps}		dʒóʔnó		dʒóʔnó	dʒ ó ʔ n ó	Epps	105	
87	Resigaro	armadillo, general	armadillo, carachupa	tatou	tatu	animal	$dʒóʔnó$ (tatu) {Epps}, $tsaʔi$ (tatu) {Epps}		tsaʔi		tsaʔi	ts a ʔ i	Epps	105	
88	Tariana	armadillo, general	armadillo, carachupa	tatou	tatu	animal	$yé:$ (tatu) {Aikhenvald 2001}, $hemápiɾi$ $hemápiɾi$ (tatu canastra) {Epps}		yé:		yé:	y é:	Aikhenvald 2001	110	
89	Tariana	armadillo, general	armadillo, carachupa	tatou	tatu	animal	$yé:$ (tatu) {Aikhenvald 2001}, $hemápiɾi$ $hemápiɾi$ (tatu canastra) {Epps}		hemápiɾi		hemápiɾi	h e m á p i ɾ i	Epps	116	
90	Warekena	armadillo, general	armadillo, carachupa	tatou	tatu	animal	$kapíʃi$ (tatu) {Aikhenvald 2012}, $wétʃi$ (tatu) {Aikhenvald 2012}		kapíʃi		kapíʃi	k a p í ʃ i	Aikhenvald 2012	111	
91	Warekena	armadillo, general	armadillo, carachupa	tatou	tatu	animal	$kapíʃi$ (tatu) {Aikhenvald 2012}, $wétʃi$ (tatu) {Aikhenvald 2012}		wétʃi		wétʃi	w é tʃ i	Aikhenvald 2012	105	
92	Yukuna	armadillo, general	armadillo, carachupa	tatou	tatu	animal	$kapaʔahɾú$ (tatu médio) {Schauer 2005}, $kapaʔahlú$ (tatu médio) {Schauer 2005}, $muʔuhyumi$ (tatu pequeno) {Schauer 2005}, $yeʔé$ (teɾmo genérico) {Schauer 2005}		kapaʔahɾú		kapaʔahɾú	k a p a ʔ a h ɾ ú	Schauer 2005	111	
93	Yukuna	armadillo, general	armadillo, carachupa	tatou	tatu	animal	$kapaʔahɾú$ (tatu médio) {Schauer 2005}, $kapaʔahlú$ (tatu médio) {Schauer 2005}, $muʔuhyumi$ (tatu pequeno) {Schauer 2005}, $yeʔé$ (teɾmo genérico) {Schauer 2005}		kapaʔahlú		kapaʔahlú	k a p a ʔ a h l ú	Schauer 2005	111	
94	Yukuna	armadillo, general	armadillo, carachupa	tatou	tatu	animal	$kapaʔahɾú$ (tatu médio) {Schauer 2005}, $kapaʔahlú$ (tatu médio) {Schauer 2005}, $muʔuhyumi$ (tatu pequeno) {Schauer 2005}, $yeʔé$ (teɾmo genérico) {Schauer 2005}		muʔuhyumi		muʔuhyumi	m u ʔ u h y u m i	Schauer 2005	119	
95	Yukuna	armadillo, general	armadillo, carachupa	tatou	tatu	animal	$kapaʔahɾú$ (tatu médio) {Schauer 2005}, $kapaʔahlú$ (tatu médio) {Schauer 2005}, $muʔuhyumi$ (tatu pequeno) {Schauer 2005}, $yeʔé$ (teɾmo genérico) {Schauer 2005}		yeʔé		yeʔé	y e ʔ é	Schauer 2005	110	
4454	Baniwa	armadillo, general			tatu		<aalídali> (tatu, comum) {Ramirez 2001}	aalídali			aalídali	aa l í d a l i	Ramirez 2001	106	
#
96	Achagua	arrive	llegar	arriver	chegar	verb.mot	$dukueri$ <dúkueri> (alcanzar) {Melendez 2011}	dúkueri	dukueri		dukueri	d u k u e r i	Melendez 2011	120	
97	Baré	arrive	llegar	arriver	chegar	verb.mot	$kasa$ (chegar) {Oliveira 93}		kasa		kasa	k a s a	Oliveira 93	122	
98	Piapoco	arrive	llegar	arriver	chegar	verb.mot	$nùanà:ka$ (llegar) {Klumpp 1995}		nùanà:ka		nùanà:ka	n ù a n à: k a	Klumpp 1995	123	
99	Resigaro	arrive	llegar	arriver	chegar	verb.mot	$thoʔ-ʒú$ (chegar) {Allin 1979}		thoʔ-ʒú		thoʔ-ʒú	t h o ʔ � ʒ u �	Allin 1979	124	
100	Tariana	arrive	llegar	arriver	chegar	verb.mot	$diuká$ (chegar) {Aikhenvald 2001}		diuká		diuká	d i u k á	Aikhenvald 2001	121	
101	Warekena	arrive	llegar	arriver	chegar	verb.mot	$nupa$ (chegar) {Aikhenvald 2012}, $yeɾeta$ (chegar) {Aikhenvald 2012}		nupa		nupa	n u p a	Aikhenvald 2012	126	
102	Warekena	arrive	llegar	arriver	chegar	verb.mot	$nupa$ (chegar) {Aikhenvald 2012}, $yeɾeta$ (chegar) {Aikhenvald 2012}		yeɾeta		yeɾeta	y e ɾ e t a	Aikhenvald 2012	128	
103	Yukuna	arrive	llegar	arriver	chegar	verb.mot	$waítʃa$ (chegaɾ, vir) {Schauer 2005}		waítʃa		waítʃa	w a í tʃ a	Schauer 2005	127	
4455	Baniwa	arrive			chegar		<-óoka> (chegar) {Ramirez 2001}	-óoka			-óoka	� o � o k a	Ramirez 2001	121	
#
104	Achagua	arrow	flecha	flèche	seta, flecha	material culture	$tʃa:wideri$ <tʃáawideri> (flechar) {Melendez 2011}, $pu:ja$ <púuja> (punta de flecha) {Melendez 2011}	tʃáawideri	tʃa:wideri		tʃa:wideri	tʃ a: w i d e r i	Melendez 2011	129	
105	Achagua	arrow	flecha	flèche	seta, flecha	material culture	$tʃa:wideri$ <tʃáawideri> (flechar) {Melendez 2011}, $pu:ja$ <púuja> (punta de flecha) {Melendez 2011}	púuja	pu:ja		pu:ja	p u: j a	Melendez 2011	138	
106	Baré	arrow	flecha	flèche	seta, flecha	material culture	$dabidaha$ (flecha) {Oliveira 93}		dabidaha		dabidaha	d a b i d a h a	Oliveira 93	129	
107	Kabiyari	arrow	flecha	flèche	seta, flecha	material culture	<t̪inúá> $t̪inúá$ (flecha) {Epps}	t̪inúá	t̪inúá		t̪inúá	t̪ i n ú á	Epps	132	
108	Piapoco	arrow	flecha	flèche	seta, flecha	material culture	<θitúa> $θitúa$ (flecha) {hr01}, <demá[pu] > $demá[pu]$ (flecha) {dp91}, <chucùlu> $tʃukùlu$ (flecha) {Epps}, $púja$ (flecha) {H&R 1992}	θitúa	θitúa		θitúa	θ i t ú a	hr01	133	
109	Piapoco	arrow	flecha	flèche	seta, flecha	material culture	<θitúa> $θitúa$ (flecha) {hr01}, <demá[pu] > $demá[pu]$ (flecha) {dp91}, <chucùlu> $tʃukùlu$ (flecha) {Epps}, $púja$ (flecha) {H&R 1992}	demá[pu]	demá[pu]		demá[pu]	d e m á <?> p u <?>	dp91	139	
110	Piapoco	arrow	flecha	flèche	seta, flecha	material culture	<θitúa> $θitúa$ (flecha) {hr01}, <demá[pu] > $demá[pu]$ (flecha) {dp91}, <chucùlu> $tʃukùlu$ (flecha) {Epps}, $púja$ (flecha) {H&R 1992}	chucùlu	tʃukùlu		tʃukùlu	tʃ u k ù l u	Epps	134	
111	Piapoco	arrow	flecha	flèche	seta, flecha	material culture	<θitúa> $θitúa$ (flecha) {hr01}, <demá[pu] > $demá[pu]$ (flecha) {dp91}, <chucùlu> $tʃukùlu$ (flecha) {Epps}, $púja$ (flecha) {H&R 1992}		púja		púja	p ú j a	H&R 1992	138	
112	Resigaro	arrow	flecha	flèche	seta, flecha	material culture	$noótsígú$ (flecha) {Epps}		noótsígú		noótsígú	n o ó ts í g ú	Epps	134	
113	Tariana	arrow	flecha	flèche	seta, flecha	material culture	$paitanípe$ (flecha) {Aikhenvald 2001}, $siduá-na$ (flecha) {Aikhenvald 2001}		paitanípe		paitanípe	p a i t a n í p e	Aikhenvald 2001	135	
114	Tariana	arrow	flecha	flèche	seta, flecha	material culture	$paitanípe$ (flecha) {Aikhenvald 2001}, $siduá-na$ (flecha) {Aikhenvald 2001}		siduá-na		siduá-na	s i d u a � � n a	Aikhenvald 2001	133	
115	Warekena	arrow	flecha	flèche	seta, flecha	material culture	$wepi:pi$ (flecha) {Aikhenvald 2012}		wepi:pi		wepi:pi	w e p i: p i	Aikhenvald 2012	136	
116	Yukuna	arrow	flecha	flèche	seta, flecha	material culture	$ihihila$ (flecha) {Epps}		ihihila		ihihila	i h i h i l a	Epps	137	
4456	Baniwa	arrow			seta, flecha		<kapítsiri> (seta) {Ramirez 2001}	kapítsiri			kapítsiri	k a p í ts i r i	Ramirez 2001	130	
#
117	Achagua	ashes	ceniza	cendres	cinzas	material culture	$ba:li$ <báali> (ceniza) {Melendez 2011}	báali	ba:li		ba:li	b a: l i	Melendez 2011	140	
118	Baré	ashes	ceniza	cendres	cinzas	material culture	$baridi$ (cinza) {Oliveira 93}		baridi		baridi	b a r idi	Oliveira 93	142	
119	Kabiyari	ashes	ceniza	cendres	cinzas	material culture	$paʔaɾi$ (cinzas) {Ramirez, 2001}		paʔaɾi		paʔaɾi	p a ʔ a ɾ i	Ramirez, 2001	143	
120	Piapoco	ashes	ceniza	cendres	cinzas	material culture	<balìi> $balìi$ (cinzas) {Epps}, <ibalìiná> $ibalìiná$ (cinzas) {Epps}	balìi	balìi		balìi	b a l ì i	Epps	140	
121	Piapoco	ashes	ceniza	cendres	cinzas	material culture	<balìi> $balìi$ (cinzas) {Epps}, <ibalìiná> $ibalìiná$ (cinzas) {Epps}	ibalìiná	ibalìiná		ibalìiná	i b a l ì i n á	Epps	140	
122	Resigaro	ashes	ceniza	cendres	cinzas	material culture	$ókóniigiJíhú$ (cinzas) {Epps}		ókóniigiJíhú		ókóniigiJíhú	ó k ó n ii g i <?> í h ú	Epps	145	
123	Tariana	ashes	ceniza	cendres	cinzas	material culture	$kádali$ (cinzas) {Aikhenvald 2001}, $páli$ (cinzas) {Aikhenvald 2001}		kádali		kádali	k á d a l i	Aikhenvald 2001	141	
124	Tariana	ashes	ceniza	cendres	cinzas	material culture	$kádali$ (cinzas) {Aikhenvald 2001}, $páli$ (cinzas) {Aikhenvald 2001}		páli		páli	p á l i	Aikhenvald 2001	140	
125	Warekena	ashes	ceniza	cendres	cinzas	material culture	$eɾiɾi$ (cinza) {Aikhenvald 2012}		eɾiɾi		eɾiɾi	e ɾ i ɾ i	Aikhenvald 2012	142	
126	Yukuna	ashes	ceniza	cendres	cinzas	material culture	$paiʔilá$ (cinzas) {Epps}		paiʔilá		paiʔilá	p a i ʔ i l á	Epps	143	
4457	Baniwa	ashes			cinzas		<-wádzole> (cinzas) {Ramirez 2001}	-wádzole			-wádzole	� w a � d � o l e	Ramirez 2001	141	
#
127	Achagua	ashes, dust	ceniza, polvo	cendres, poussière	poeira, pó	material culture	$pukupukui$ <pukúpukui> (polvo) {Melendez 2011}	pukúpukui	pukupukui		pukupukui	p u k u p u k u i	Melendez 2011	146	
128	Baré	ashes, dust	ceniza, polvo	cendres, poussière	poeira, pó	material culture	$puera$ (poeira) {Oliveira 93}		puera		puera	p u e r a	Oliveira 93	148	
129	Piapoco	ashes, dust	ceniza, polvo	cendres, poussière	poeira, pó	material culture	$imuɺuísi$ (polvo) {Klumpp 1995}, $ísa$ (polvo) {Klumpp 1995}		imuɺuísi		imuɺuísi	i m u ɺ u í s i	Klumpp 1995	149	
130	Piapoco	ashes, dust	ceniza, polvo	cendres, poussière	poeira, pó	material culture	$imuɺuísi$ (polvo) {Klumpp 1995}, $ísa$ (polvo) {Klumpp 1995}		ísa		ísa	í s a	Klumpp 1995	153	
131	Resigaro	ashes, dust	ceniza, polvo	cendres, poussière	poeira, pó	material culture	$hípodzíhú$ (poeira) {H&R 1992}		hípodzíhú		hípodzíhú	h í p o dz í h ú	H&R 1992	150	
132	Tariana	ashes, dust	ceniza, polvo	cendres, poussière	poeira, pó	material culture	$di-mhéni$ (pó) {Aikhenvald 2001}		di-mhéni		di-mhéni	di- mh é n i	Aikhenvald 2001	151	
133	Yukuna	ashes, dust	ceniza, polvo	cendres, poussière	poeira, pó	material culture	$muʔupé$ (poeira) {Epps}		muʔupé		muʔupé	m u ʔ u p é	Epps	152	
4458	Baniwa	ashes, dust			poeira, pó		<-wittale> (poeira) {Ramirez 2001}	-wittale			-wittale	� w i t t a l e	Ramirez 2001	147	
#
134	Piapoco	ask (question)	preguntar	poser	perguntar	verb.speak	$nusutáka nuémìaβa$ (preguntar) {Klumpp 1995}		nusutáka nuémìaβa		nusutáka nuémìaβa	n u s u t a � k a � n u e � m i � a β a	Klumpp 1995	155	
135	Resigaro	ask (question)	preguntar	poser	perguntar	verb.speak	$-hetsanó$ (perguntar) {Allin 1979}		-hetsanó		-hetsanó	� h e t s a n o �	Allin 1979	156	
136	Tariana	ask (question)	preguntar	poser	perguntar	verb.speak	$di-satá dhíma$ (perguntar) {Aikhenvald 2001}		di-satá dhíma		di-satá dhíma	d i � s a t a � � d h i � m a	Aikhenvald 2001	157	
137	Warekena	ask (question)	preguntar	poser	perguntar	verb.speak	$yata$ (perguntar) {Aikhenvald 2012}		yata		yata	y a t a	Aikhenvald 2012	158	
4459	Baniwa	ask (question)			perguntar		<-ttátha> (perguntar) {Ramirez 2001}	-ttátha			-ttátha	� t t a � t h a	Ramirez 2001	154	
#
138	Achagua	ask (request)	pedir	demander	pedir	verb.speak	$sateri$ <sáteri> (pedir) {Melendez 2011}	sáteri	sateri		sateri	s a t e r i	Melendez 2011	159	
139	Piapoco	ask (request)	pedir	demander	pedir	verb.speak	$nusutáka$ (pedir) {Klumpp 1995}		nusutáka		nusutáka	nusutáka	Klumpp 1995	159	
140	Resigaro	ask (request)	pedir	demander	pedir	verb.speak	$-hemú$ (pedir) {Allin 1979}		-hemú		-hemú	� h e m u �	Allin 1979	162	
141	Tariana	ask (request)	pedir	demander	pedir	verb.speak	$di-satá$ (pedir) {Aikhenvald 2001}		di-satá		di-satá	di-satá	Aikhenvald 2001	159	
142	Yukuna	ask (request)	pedir	demander	pedir	verb.speak	$keháʔakahe$ (pedir) {Schauer 2005}		keháʔakahe		keháʔakahe	k e h á ʔ a k a h e	Schauer 2005	164	
4460	Baniwa	ask (request)			pedir		<ttátha> (pedir) {Ramirez 2001}	ttátha			ttátha	tt á th a	Ramirez 2001	160	
#
143	Piapoco	at, to (ben or loc)	a, en, hacia	à, en	ás, em	ad.loc/ben.loc	<iwéré> $iwéré$ (em, a) {Epps}	iwéré	iwéré		iwéré	i w é r é	Epps	166	
144	Resigaro	at, to (ben or loc)	a, en, hacia	à, en	ás, em	ad.loc/ben.loc	$-nú$ (em) {Epps}, $-gí$ (em) {Epps}		-nú		-nú	� n u �	Epps	167	
145	Resigaro	at, to (ben or loc)	a, en, hacia	à, en	ás, em	ad.loc/ben.loc	$-nú$ (em) {Epps}, $-gí$ (em) {Epps}		-gí		-gí	� g i �	Epps	168	
4461	Baniwa	at, to (ben or loc)			ás, em		<-liko> (em) {Ramirez 2001}	-liko			-liko	� l i k o	Ramirez 2001	165	
#
146	Kabiyari	avocado	palta	avocat	abacate	plant.edible	<píritʃa> $píritʃa$ (abacate) {Epps}	píritʃa	píritʃa		píritʃa	p í r i tʃ a	Epps	169	
147	Piapoco	avocado	palta	avocat	abacate	plant.edible	<piritsa> $piɾitsa$ (abacate) {Epps}	piritsa	piɾitsa		piɾitsa	p i ɾ i ts a	Epps	169	
148	Tariana	avocado	palta	avocat	abacate	plant.edible	$piɾíya$ (abacate) {Aikhenvald 2001}		piɾíya		piɾíya	p i ɾ íya	Aikhenvald 2001	169	
149	Yukuna	avocado	palta	avocat	abacate	plant.edible	$piɾiyé$ (abacate) {Epps}		piɾiyé		piɾiyé	p i ɾ i y é	Epps	169	
4462	Baniwa	avocado			abacate		<piirídza> (abacate) {Ramirez 2001}	piirídza			piirídza	p ii r í dz a	Ramirez 2001	169	
#
150	Achagua	axe	hacha	hache	machado	material culture	$tʃu:ʃi$ <tʃúuʃi> (hacha) {Melendez 2011}	tʃúuʃi	tʃu:ʃi		tʃu:ʃi	tʃ u: ʃ i	Melendez 2011	170	
151	Baré	axe	hacha	hache	machado	material culture	$epʰi$ (machado) {Oliveira 93}		epʰi		epʰi	e pʰ i	Oliveira 93	172	
152	Piapoco	axe	hacha	hache	machado	material culture	<chìpaali> $tʃìpaali$ (machado) {Epps}	chìpaali	tʃìpaali		tʃìpaali	tʃ ì p aa l i	Epps	173	
153	Resigaro	axe	hacha	hache	machado	material culture	$epíitsʰi$ (machado) {Epps}		epíitsʰi		epíitsʰi	e p í i tsʰ i	Epps	172	
154	Tariana	axe	hacha	hache	machado	material culture	$episí$ (machado) {Aikhenvald 2001}		episí		episí	e p i s í	Aikhenvald 2001	172	
155	Warekena	axe	hacha	hache	machado	material culture	$tsu:wahã$ (machado) {Aikhenvald 2012}		tsu:wahã		tsu:wahã	ts u: w a h ã	Aikhenvald 2012	170	
156	Yukuna	axe	hacha	hache	machado	material culture	$hipa hiɲekaná$ (matʃado) {Epps}		hipa hiɲekaná		hipa hiɲekaná	h i p a � h i ɲ e k a n a �	Epps	177	
4463	Baniwa	axe			machado		<dzóoka> (machado) {Ramirez 2001}	dzóoka			dzóoka	dz ó o k a	Ramirez 2001	170	
#
157	Achagua	back	espalda	dos	costas	body part	$wohunaʃi$ <wóhunaʃi> (espalda) {Melendez 2011}	wóhunaʃi	wohunaʃi		wohunaʃi	w o h u n a ʃ i	Melendez 2011	178	
158	Baré	back	espalda	dos	costas	body part	$nabi$ (costas) {Oliveira 93}		nabi		nabi	n a b i	Oliveira 93	180	
159	Piapoco	back	espalda	dos	costas	body part	<wadàa> $wadàa$ (costas) {Epps}	wadàa	wadàa		wadàa	w a d à a	Epps	181	
160	Resigaro	back	espalda	dos	costas	body part	$vánʰí$ $ván̟í$ (costas) {Epps}		ván̟í		ván̟í	v á n̟ í	Epps	182	
161	Tariana	back	espalda	dos	costas	body part	$di-sámise$ (costas) {Aikhenvald 2001}		di-sámise		di-sámise	di- s á m i s e	Aikhenvald 2001	183	
162	Yukuna	back	espalda	dos	costas	body part	$wahlehi$ (costas) {Epps}		wahlehi		wahlehi	w a h l e h i	Epps	178	
4464	Baniwa	back			costas		<-ttáma> (costas) {Ramirez 2001}	-ttáma			-ttáma	� t t a � m a	Ramirez 2001	179	
#
163	Achagua	bad	malo	mauvais	ruim	adv.qual	$ma:ʃi$ <máaʃi> (mal) {Melendez 2011}	máaʃi	ma:ʃi		ma:ʃi	m a: ʃ i	Melendez 2011	184	
164	Baré	bad	malo	mauvais	ruim	adv.qual	$mapʰau$ (ruim) {Oliveira 93}		mapʰau		mapʰau	m a pʰ a u	Oliveira 93	186	
165	Kabiyari	bad	malo	mauvais	ruim	adv.qual	<tʃíʔka> $tʃíʔka$ (mal) {Epps}	tʃíʔka	tʃíʔka		tʃíʔka	tʃ í ʔ k a	Epps	187	
166	Piapoco	bad	malo	mauvais	ruim	adv.qual	<báawéeri> $bá:wé:ɾi$ (mal) {Epps}	báawéeri	bá:wé:ɾi		bá:wé:ɾi	b á: w é: ɾ i	Epps	188	
167	Resigaro	bad	malo	mauvais	ruim	adv.qual	$matsʰívaʔnúʔ$ (mal) {Epps}		matsʰívaʔnúʔ		matsʰívaʔnúʔ	m a tsʰ í v a ʔ n ú ʔ	Epps	189	
168	Tariana	bad	malo	mauvais	ruim	adv.qual	$má:c̃ite$ (mal) {Aikhenvald 2001}		má:c̃ite		má:c̃ite	m á: c̃ i t e	Aikhenvald 2001	184	
169	Warekena	bad	malo	mauvais	ruim	adv.qual	$matsewa$ (ruim) {Aikhenvald 2012}, $udzubaɾu$ (ruim) {Aikhenvald 2012}		matsewa		matsewa	m a ts e w a	Aikhenvald 2012	184	
170	Warekena	bad	malo	mauvais	ruim	adv.qual	$matsewa$ (ruim) {Aikhenvald 2012}, $udzubaɾu$ (ruim) {Aikhenvald 2012}		udzubaɾu		udzubaɾu	u dz u b a ɾ u	Aikhenvald 2012	192	
171	Yukuna	bad	malo	mauvais	ruim	adv.qual	$tʃapú$ (ɾuim) {Epps}		tʃapú		tʃapú	tʃ a p ú	Epps	192	
4465	Baniwa	bad			ruim		<máatshi> (ruim) {Ramirez 2001}	máatshi			máatshi	m áa tsh i	Ramirez 2001	185	
#
172	Achagua	bamboo	guadua, bambú	bambou	bambu	plant	$iwowi$ <iwówi> (guadua) {Melendez 2011}	iwówi	iwowi		iwowi	i w o w i	Melendez 2011	193	
173	Piapoco	bamboo	guadua, bambú	bambou	bambu	plant	$iβáβi pú:bé:ɾi$ (bambú) {Klumpp 1995}		iβáβi pú:bé:ɾi		iβáβi pú:bé:ɾi	i β a � β i � p u � � b e � � ɾ i	Klumpp 1995	195	
174	Yukuna	bamboo	guadua, bambú	bambou	bambu	plant	$hiwa$ (bambu) {Schauer 2005}		hiwa		hiwa	h i w a	Schauer 2005	193	
4466	Baniwa	bamboo			bambu		<íiwa> (bambu) {Ramirez 2001}, <pheelóma> (bambu) {Ramirez 2001}, <yáalawa> (bambu) {Ramirez 2001}	íiwa			íiwa	í i w a	Ramirez 2001	193	
4467	Baniwa	bamboo			bambu		<íiwa> (bambu) {Ramirez 2001}, <pheelóma> (bambu) {Ramirez 2001}, <yáalawa> (bambu) {Ramirez 2001}	pheelóma			pheelóma	ph ee l ó m a	Ramirez 2001	197	
4468	Baniwa	bamboo			bambu		<íiwa> (bambu) {Ramirez 2001}, <pheelóma> (bambu) {Ramirez 2001}, <yáalawa> (bambu) {Ramirez 2001}	yáalawa			yáalawa	y áa l a w a	Ramirez 2001	198	
#
179	Achagua	bark (of tree)	corteza, carapa	écorce	casca	plant	$i:manaʃi$ <íimanaʃi> (corteza) {Melendez 2011}	íimanaʃi	i:manaʃi		i:manaʃi	i: m a n a ʃ i	Melendez 2011	199	
180	Piapoco	bark (of tree)	corteza, carapa	écorce	casca	plant	$àiku íimami$ (casca) {H&R 1992}		àiku íimami		àiku íimami	a � i k u � i � i m a m i	H&R 1992	201	
181	Resigaro	bark (of tree)	corteza, carapa	écorce	casca	plant	$daʔmí$ (casca) {Epps}		daʔmí		daʔmí	d a ʔ m í	Epps	202	
182	Tariana	bark (of tree)	corteza, carapa	écorce	casca	plant	$piɾi-mápha$ (casca de urucum) {Aikhenvald 2001}, $paɾamáɾi$ (casca para preparação de cintos) {Aikhenvald 2001}		piɾi-mápha		piɾi-mápha	p i ɾ i � m a � p h a	Aikhenvald 2001	203	
183	Tariana	bark (of tree)	corteza, carapa	écorce	casca	plant	$piɾi-mápha$ (casca de urucum) {Aikhenvald 2001}, $paɾamáɾi$ (casca para preparação de cintos) {Aikhenvald 2001}		paɾamáɾi		paɾamáɾi	p a ɾ a m á ɾ i	Aikhenvald 2001	203	
184	Warekena	bark (of tree)	corteza, carapa	écorce	casca	plant	$guwiʃa$ (casca) {Aikhenvald 2012}, $ma:tahã$ (casca) {Aikhenvald 2012}, $nuʃu$ (casca) {Aikhenvald 2012}		guwiʃa		guwiʃa	g u w i ʃ a	Aikhenvald 2012	204	
185	Warekena	bark (of tree)	corteza, carapa	écorce	casca	plant	$guwiʃa$ (casca) {Aikhenvald 2012}, $ma:tahã$ (casca) {Aikhenvald 2012}, $nuʃu$ (casca) {Aikhenvald 2012}		ma:tahã		ma:tahã	m a: t a h ã	Aikhenvald 2012	207	
186	Warekena	bark (of tree)	corteza, carapa	écorce	casca	plant	$guwiʃa$ (casca) {Aikhenvald 2012}, $ma:tahã$ (casca) {Aikhenvald 2012}, $nuʃu$ (casca) {Aikhenvald 2012}		nuʃu		nuʃu	n u ʃ u	Aikhenvald 2012	199	
187	Yukuna	bark (of tree)	corteza, carapa	écorce	casca	plant	$ímahi$ (casca) {Epps}		ímahi		ímahi	í m a h i	Epps	205	
4471	Baniwa	bark (of tree)			casca		<-ya> (casca) {Ramirez 2001}	-ya			-ya	� y a	Ramirez 2001	200	
#
188	Achagua	basket	cesto, canasta	panier	cesto	material culture	$ke:mali$ <kéemali> (cesto) {Melendez 2011}	kéemali	ke:mali		ke:mali	k e: m a l i	Melendez 2011	208	
189	Piapoco	basket	cesto, canasta	panier	cesto	material culture	<walàya> $walàja$ (cesto) {Epps}	walàya	walàja		walàja	w a l à j a	Epps	210	
190	Resigaro	basket	cesto, canasta	panier	cesto	material culture	$míípakó$ (cesto) {Epps}		míípakó		míípakó	m íí p a k ó	Epps	211	
191	Tariana	basket	cesto, canasta	panier	cesto	material culture	$káme$ $káme$ (cesta) {Epps}, $mukutú$ $mukutú$ (cesta para transportar frutas) {Epps}, $kusíɾu-maka$ $kusíɾu-maka$ (pequeno balaio) {Epps}		káme		káme	k á m e	Epps	208	
192	Tariana	basket	cesto, canasta	panier	cesto	material culture	$káme$ $káme$ (cesta) {Epps}, $mukutú$ $mukutú$ (cesta para transportar frutas) {Epps}, $kusíɾu-maka$ $kusíɾu-maka$ (pequeno balaio) {Epps}		mukutú		mukutú	m u k u t ú	Epps	216	
193	Tariana	basket	cesto, canasta	panier	cesto	material culture	$káme$ $káme$ (cesta) {Epps}, $mukutú$ $mukutú$ (cesta para transportar frutas) {Epps}, $kusíɾu-maka$ $kusíɾu-maka$ (pequeno balaio) {Epps}		kusíɾu-maka		kusíɾu-maka	k u s i � ɾ u � m a k a	Epps	218	
194	Warekena	basket	cesto, canasta	panier	cesto	material culture	$kanátu$ (cesta) {Aikhenvald 2012}		kanátu		kanátu	k a n á t u	Aikhenvald 2012	213	
195	Yukuna	basket	cesto, canasta	panier	cesto	material culture	$kuwáʔala$ (cesto) {Epps}		kuwáʔala		kuwáʔala	k u w á ʔ a l a	Epps	214	
4472	Baniwa	basket			cesto		<dzawithída> (cesto) {Ramirez 2001}, <káame> (cesto) {Ramirez 2001}, <kaxadádali> (cesto) {Ramirez 2001}, <mokóto> (cesto) {Ramirez 2001}, <oolóda> (cesto) {Ramirez 2001}, <porottána> (cesto) {Ramirez 2001}, <tshéeto> (cesto) {Ramirez 2001}, <waláya> (cesto) {Ramirez 2001}, <wanáali> (cesto) {Ramirez 2001}	dzawithída			dzawithída	dz a w i th í d a	Ramirez 2001	209	
4473	Baniwa	basket			cesto		<dzawithída> (cesto) {Ramirez 2001}, <káame> (cesto) {Ramirez 2001}, <kaxadádali> (cesto) {Ramirez 2001}, <mokóto> (cesto) {Ramirez 2001}, <oolóda> (cesto) {Ramirez 2001}, <porottána> (cesto) {Ramirez 2001}, <tshéeto> (cesto) {Ramirez 2001}, <waláya> (cesto) {Ramirez 2001}, <wanáali> (cesto) {Ramirez 2001}	káame			káame	k áa m e	Ramirez 2001	208	
