ID	DOCULECT	CONCEPT	CONCEPT_SPANISH	CONCEPT_FRENCH	CONCEPT_PORTUGUESE	SEMANTIC_FIELD	VALUE_IN_SOURCE	VALUE	FORM1	FORM2	FORM	SEGMENTS	SOURCE	COGID
108	Piapoco	arrow	flecha	flèche	seta, flecha	material culture	<θitúa> $θitúa$ (flecha) {hr01}, <demá[pu] > $demá[pu]$ (flecha) {dp91}, <chucùlu> $tʃukùlu$ (flecha) {Epps}, $púja$ (flecha) {H&R 1992}	θitúa	θitúa		θitúa	θ i t ú a	hr01	111
109	Piapoco	arrow	flecha	flèche	seta, flecha	material culture	<θitúa> $θitúa$ (flecha) {hr01}, <demá[pu] > $demá[pu]$ (flecha) {dp91}, <chucùlu> $tʃukùlu$ (flecha) {Epps}, $púja$ (flecha) {H&R 1992}	demá[pu] 	demá[pu]		demá[pu]	d e m á [ p u ]	dp91	117
110	Piapoco	arrow	flecha	flèche	seta, flecha	material culture	<θitúa> $θitúa$ (flecha) {hr01}, <demá[pu] > $demá[pu]$ (flecha) {dp91}, <chucùlu> $tʃukùlu$ (flecha) {Epps}, $púja$ (flecha) {H&R 1992}	chucùlu	tʃukùlu		tʃukùlu	tʃ u k ù l u	Epps	112
111	Piapoco	arrow	flecha	flèche	seta, flecha	material culture	<θitúa> $θitúa$ (flecha) {hr01}, <demá[pu] > $demá[pu]$ (flecha) {dp91}, <chucùlu> $tʃukùlu$ (flecha) {Epps}, $púja$ (flecha) {H&R 1992}		púja		púja	p ú j a	H&R 1992	116
112	Resigaro	arrow	flecha	flèche	seta, flecha	material culture	$noótsígú$ (flecha) {Epps}		noótsígú		noótsígú	n o ó ts í g ú	Epps	112
113	Tariana	arrow	flecha	flèche	seta, flecha	material culture	$paitanípe$ (flecha) {Aikhenvald 2001}, $siduá-na$ (flecha) {Aikhenvald 2001}		paitanípe		paitanípe	p a i t a n í p e	Aikhenvald 2001	113
114	Tariana	arrow	flecha	flèche	seta, flecha	material culture	$paitanípe$ (flecha) {Aikhenvald 2001}, $siduá-na$ (flecha) {Aikhenvald 2001}		siduá-na		siduá-na	s i d u á n a	Aikhenvald 2001	111
115	Warekena	arrow	flecha	flèche	seta, flecha	material culture	$wepi:pi$ (flecha) {Aikhenvald 2012}		wepi:pi		wepi:pi	w e p i: p i	Aikhenvald 2012	114
116	Yukuna	arrow	flecha	flèche	seta, flecha	material culture	$ihihila$ (flecha) {Epps}		ihihila		ihihila	i h i h i l a	Epps	115
117	Achagua	ashes	ceniza	cendres	cinzas	material culture	$ba:li$ <báali> (ceniza) {Melendez 2011}	báali	ba:li		ba:li	b a: l i	Melendez 2011	118
118	Baré	ashes	ceniza	cendres	cinzas	material culture	$baridi$ (cinza) {Oliveira 93}		baridi		baridi	b a r i d i	Oliveira 93	119
119	Kabiyari	ashes	ceniza	cendres	cinzas	material culture	$paʔaɾi$ (cinzas) {Ramirez, 2001}		paʔaɾi		paʔaɾi	p a ʔ a ɾ i	Ramirez, 2001	120
120	Piapoco	ashes	ceniza	cendres	cinzas	material culture	<balìi> $balìi$ (cinzas) {Epps}, <ibalìiná> $ibalìiná$ (cinzas) {Epps}	balìi	balìi		balìi	b a l ì i	Epps	118
121	Piapoco	ashes	ceniza	cendres	cinzas	material culture	<balìi> $balìi$ (cinzas) {Epps}, <ibalìiná> $ibalìiná$ (cinzas) {Epps}	ibalìiná	ibalìiná		ibalìiná	i b a l ì i n á	Epps	118
122	Resigaro	ashes	ceniza	cendres	cinzas	material culture	$ókóniigiJíhú$ (cinzas) {Epps}		ókóniigiJíhú		ókóniigiJíhú	ó k ó n ii g i J í h ú	Epps	122
123	Tariana	ashes	ceniza	cendres	cinzas	material culture	$kádali$ (cinzas) {Aikhenvald 2001}, $páli$ (cinzas) {Aikhenvald 2001}		kádali		kádali	k á d a l i	Aikhenvald 2001	123
124	Tariana	ashes	ceniza	cendres	cinzas	material culture	$kádali$ (cinzas) {Aikhenvald 2001}, $páli$ (cinzas) {Aikhenvald 2001}		páli		páli	p á l i	Aikhenvald 2001	118
125	Warekena	ashes	ceniza	cendres	cinzas	material culture	$eɾiɾi$ (cinza) {Aikhenvald 2012}		eɾiɾi		eɾiɾi	e ɾ i ɾ i	Aikhenvald 2012	119
126	Yukuna	ashes	ceniza	cendres	cinzas	material culture	$paiʔilá$ (cinzas) {Epps}		paiʔilá		paiʔilá	p a i ʔ i l á	Epps	120
127	Achagua	ashes, dust	ceniza, polvo	cendres, poussière	poeira, pó	material culture	$pukupukui$ <pukúpukui> (polvo) {Melendez 2011}	pukúpukui	pukupukui		pukupukui	p u k u p u k u i	Melendez 2011	124
128	Baré	ashes, dust	ceniza, polvo	cendres, poussière	poeira, pó	material culture	$puera$ (poeira) {Oliveira 93}		puera		puera	p u e r a	Oliveira 93	125
129	Piapoco	ashes, dust	ceniza, polvo	cendres, poussière	poeira, pó	material culture	$imuɺuísi$ (polvo) {Klumpp 1995}, $ísa$ (polvo) {Klumpp 1995}		imuɺuísi		imuɺuísi	i m u ɺ u í s i	Klumpp 1995	126
130	Piapoco	ashes, dust	ceniza, polvo	cendres, poussière	poeira, pó	material culture	$imuɺuísi$ (polvo) {Klumpp 1995}, $ísa$ (polvo) {Klumpp 1995}		ísa		ísa	í s a	Klumpp 1995	130
131	Resigaro	ashes, dust	ceniza, polvo	cendres, poussière	poeira, pó	material culture	$hípodzíhú$ (poeira) {H&R 1992}		hípodzíhú		hípodzíhú	h í p o dz í h ú	H&R 1992	127
132	Tariana	ashes, dust	ceniza, polvo	cendres, poussière	poeira, pó	material culture	$di-mhéni$ (pó) {Aikhenvald 2001}		di-mhéni		di-mhéni	d i mh é n i	Aikhenvald 2001	128
133	Yukuna	ashes, dust	ceniza, polvo	cendres, poussière	poeira, pó	material culture	$muʔupé$ (poeira) {Epps}		muʔupé		muʔupé	m u ʔ u p é	Epps	129
134	Piapoco	ask (question)	preguntar	poser	perguntar	verb.speak	$nusutáka nuémìaβa$ (preguntar) {Klumpp 1995}		nusutáka nuémìaβa		nusutáka nuémìaβa	n u s u t á k a _ n u é m ì a β a	Klumpp 1995	131
135	Resigaro	ask (question)	preguntar	poser	perguntar	verb.speak	$-hetsanó$ (perguntar) {Allin 1979}		-hetsanó		-hetsanó	h e ts a n ó	Allin 1979	132
136	Tariana	ask (question)	preguntar	poser	perguntar	verb.speak	$di-satá dhíma$ (perguntar) {Aikhenvald 2001}		di-satá dhíma		di-satá dhíma	d i s a t á _ dh í m a	Aikhenvald 2001	133
137	Warekena	ask (question)	preguntar	poser	perguntar	verb.speak	$yata$ (perguntar) {Aikhenvald 2012}		yata		yata	y a t a	Aikhenvald 2012	134
138	Achagua	ask (request)	pedir	demander	pedir	verb.speak	$sateri$ <sáteri> (pedir) {Melendez 2011}	sáteri	sateri		sateri	s a t e r i	Melendez 2011	135
139	Piapoco	ask (request)	pedir	demander	pedir	verb.speak	$nusutáka$ (pedir) {Klumpp 1995}		nusutáka		nusutáka	n u s u t á k a	Klumpp 1995	135
140	Resigaro	ask (request)	pedir	demander	pedir	verb.speak	$-hemú$ (pedir) {Allin 1979}		-hemú		-hemú	h e m ú	Allin 1979	137
141	Tariana	ask (request)	pedir	demander	pedir	verb.speak	$di-satá$ (pedir) {Aikhenvald 2001}		di-satá		di-satá	d i s a t á	Aikhenvald 2001	135
142	Yukuna	ask (request)	pedir	demander	pedir	verb.speak	$keháʔakahe$ (pedir) {Schauer 2005}		keháʔakahe		keháʔakahe	k e h á ʔ a k a h e	Schauer 2005	139
143	Piapoco	at, to (ben or loc)	a, en, hacia	à, en	ás, em	ad.loc/ben.loc	<iwéré> $iwéré$ (em, a) {Epps}	iwéré	iwéré		iwéré	i w é r é	Epps	140
144	Resigaro	at, to (ben or loc)	a, en, hacia	à, en	ás, em	ad.loc/ben.loc	$-nú$ (em) {Epps}, $-gí$ (em) {Epps}		-nú		-nú	n ú	Epps	141
145	Resigaro	at, to (ben or loc)	a, en, hacia	à, en	ás, em	ad.loc/ben.loc	$-nú$ (em) {Epps}, $-gí$ (em) {Epps}		-gí		-gí	g í	Epps	142
146	Kabiyari	avocado	palta	avocat	abacate	plant.edible	<píritʃa> $píritʃa$ (abacate) {Epps}	píritʃa	píritʃa		píritʃa	p í r i tʃ a	Epps	143
147	Piapoco	avocado	palta	avocat	abacate	plant.edible	<piritsa> $piɾitsa$ (abacate) {Epps}	piritsa	piɾitsa		piɾitsa	p i ɾ i ts a	Epps	143
148	Tariana	avocado	palta	avocat	abacate	plant.edible	$piɾíya$ (abacate) {Aikhenvald 2001}		piɾíya		piɾíya	p i ɾ í y a	Aikhenvald 2001	143
149	Yukuna	avocado	palta	avocat	abacate	plant.edible	$piɾiyé$ (abacate) {Epps}		piɾiyé		piɾiyé	p i ɾ i y é	Epps	143
150	Achagua	axe	hacha	hache	machado	material culture	$tʃu:ʃi$ <tʃúuʃi> (hacha) {Melendez 2011}	tʃúuʃi	tʃu:ʃi		tʃu:ʃi	tʃ u: ʃ i	Melendez 2011	144
151	Baré	axe	hacha	hache	machado	material culture	$epʰi$ (machado) {Oliveira 93}		epʰi		epʰi	e pʰ i	Oliveira 93	145
152	Piapoco	axe	hacha	hache	machado	material culture	<chìpaali> $tʃìpaali$ (machado) {Epps}	chìpaali	tʃìpaali		tʃìpaali	tʃ ì p aa l i	Epps	144
153	Resigaro	axe	hacha	hache	machado	material culture	$epíitsʰi$ (machado) {Epps}		epíitsʰi		epíitsʰi	e p í i tsʰ i	Epps	145
154	Tariana	axe	hacha	hache	machado	material culture	$episí$ (machado) {Aikhenvald 2001}		episí		episí	e p i s í	Aikhenvald 2001	145
155	Warekena	axe	hacha	hache	machado	material culture	$tsu:wahã$ (machado) {Aikhenvald 2012}		tsu:wahã		tsu:wahã	ts u: w a h ã	Aikhenvald 2012	144
156	Yukuna	axe	hacha	hache	machado	material culture	$hipa hiɲekaná$ (matʃado) {Epps}		hipa hiɲekaná		hipa hiɲekaná	h i p a _ h i ɲ e k a n á	Epps	150
157	Achagua	back	espalda	dos	costas	body part	$wohunaʃi$ <wóhunaʃi> (espalda) {Melendez 2011}	wóhunaʃi	wohunaʃi		wohunaʃi	w o h u n a ʃ i	Melendez 2011	151
158	Baré	back	espalda	dos	costas	body part	$nabi$ (costas) {Oliveira 93}		nabi		nabi	n a b i	Oliveira 93	152
159	Piapoco	back	espalda	dos	costas	body part	<wadàa> $wadàa$ (costas) {Epps}	wadàa	wadàa		wadàa	w a d à a	Epps	153
160	Resigaro	back	espalda	dos	costas	body part	$vánʰí$ $ván̟í$ (costas) {Epps}		ván̟í		ván̟í	v á n̟ í	Epps	154
161	Tariana	back	espalda	dos	costas	body part	$di-sámise$ (costas) {Aikhenvald 2001}		di-sámise		di-sámise	d i s á m i s e	Aikhenvald 2001	155
162	Yukuna	back	espalda	dos	costas	body part	$wahlehi$ (costas) {Epps}		wahlehi		wahlehi	w a h l e h i	Epps	151
163	Achagua	bad	malo	mauvais	ruim	adv.qual	$ma:ʃi$ <máaʃi> (mal) {Melendez 2011}	máaʃi	ma:ʃi		ma:ʃi	m a: ʃ i	Melendez 2011	156
164	Baré	bad	malo	mauvais	ruim	adv.qual	$mapʰau$ (ruim) {Oliveira 93}		mapʰau		mapʰau	m a pʰ a u	Oliveira 93	157
165	Kabiyari	bad	malo	mauvais	ruim	adv.qual	<tʃíʔka> $tʃíʔka$ (mal) {Epps}	tʃíʔka	tʃíʔka		tʃíʔka	tʃ í ʔ k a	Epps	158
166	Piapoco	bad	malo	mauvais	ruim	adv.qual	<báawéeri> $bá:wé:ɾi$ (mal) {Epps}	báawéeri	bá:wé:ɾi		bá:wé:ɾi	b á: w é: ɾ i	Epps	159
167	Resigaro	bad	malo	mauvais	ruim	adv.qual	$matsʰívaʔnúʔ$ (mal) {Epps}		matsʰívaʔnúʔ		matsʰívaʔnúʔ	m a tsʰ í v a ʔ n ú ʔ	Epps	160
168	Tariana	bad	malo	mauvais	ruim	adv.qual	$má:c̃ite$ (mal) {Aikhenvald 2001}		má:c̃ite		má:c̃ite	m á: c̃ i t e	Aikhenvald 2001	156
169	Warekena	bad	malo	mauvais	ruim	adv.qual	$matsewa$ (ruim) {Aikhenvald 2012}, $udzubaɾu$ (ruim) {Aikhenvald 2012}		matsewa		matsewa	m a ts e w a	Aikhenvald 2012	156
170	Warekena	bad	malo	mauvais	ruim	adv.qual	$matsewa$ (ruim) {Aikhenvald 2012}, $udzubaɾu$ (ruim) {Aikhenvald 2012}		udzubaɾu		udzubaɾu	u dz u b a ɾ u	Aikhenvald 2012	163
171	Yukuna	bad	malo	mauvais	ruim	adv.qual	$tʃapú$ (ɾuim) {Epps}		tʃapú		tʃapú	tʃ a p ú	Epps	163
172	Achagua	bamboo	guadua, bambú	bambou	bambu	plant	$iwowi$ <iwówi> (guadua) {Melendez 2011}	iwówi	iwowi		iwowi	i w o w i	Melendez 2011	164
173	Piapoco	bamboo	guadua, bambú	bambou	bambu	plant	$iβáβi pú:bé:ɾi$ (bambú) {Klumpp 1995}		iβáβi pú:bé:ɾi		iβáβi pú:bé:ɾi	i β á β i _ p ú: b é: ɾ i	Klumpp 1995	165
174	Yukuna	bamboo	guadua, bambú	bambou	bambu	plant	$hiwa$ (bambu) {Schauer 2005}		hiwa		hiwa	h i w a	Schauer 2005	164
179	Achagua	bark (of tree)	corteza, carapa	écorce	casca	plant	$i:manaʃi$ <íimanaʃi> (corteza) {Melendez 2011}	íimanaʃi	i:manaʃi		i:manaʃi	i: m a n a ʃ i	Melendez 2011	166
180	Piapoco	bark (of tree)	corteza, carapa	écorce	casca	plant	$àiku íimami$ (casca) {H&R 1992}		àiku íimami		àiku íimami	à i k u _ í i m a m i	H&R 1992	167
181	Resigaro	bark (of tree)	corteza, carapa	écorce	casca	plant	$daʔmí$ (casca) {Epps}		daʔmí		daʔmí	d a ʔ m í	Epps	168
182	Tariana	bark (of tree)	corteza, carapa	écorce	casca	plant	$piɾi-mápha$ (casca de urucum) {Aikhenvald 2001}, $paɾamáɾi$ (casca para preparação de cintos) {Aikhenvald 2001}		piɾi-mápha		piɾi-mápha	p i ɾ i m á ph a	Aikhenvald 2001	169
183	Tariana	bark (of tree)	corteza, carapa	écorce	casca	plant	$piɾi-mápha$ (casca de urucum) {Aikhenvald 2001}, $paɾamáɾi$ (casca para preparação de cintos) {Aikhenvald 2001}		paɾamáɾi		paɾamáɾi	p a ɾ a m á ɾ i	Aikhenvald 2001	169
184	Warekena	bark (of tree)	corteza, carapa	écorce	casca	plant	$guwiʃa$ (casca) {Aikhenvald 2012}, $ma:tahã$ (casca) {Aikhenvald 2012}, $nuʃu$ (casca) {Aikhenvald 2012}		guwiʃa		guwiʃa	g u w i ʃ a	Aikhenvald 2012	170
185	Warekena	bark (of tree)	corteza, carapa	écorce	casca	plant	$guwiʃa$ (casca) {Aikhenvald 2012}, $ma:tahã$ (casca) {Aikhenvald 2012}, $nuʃu$ (casca) {Aikhenvald 2012}		ma:tahã		ma:tahã	m a: t a h ã	Aikhenvald 2012	173
186	Warekena	bark (of tree)	corteza, carapa	écorce	casca	plant	$guwiʃa$ (casca) {Aikhenvald 2012}, $ma:tahã$ (casca) {Aikhenvald 2012}, $nuʃu$ (casca) {Aikhenvald 2012}		nuʃu		nuʃu	n u ʃ u	Aikhenvald 2012	166
187	Yukuna	bark (of tree)	corteza, carapa	écorce	casca	plant	$ímahi$ (casca) {Epps}		ímahi		ímahi	í m a h i	Epps	171
188	Achagua	basket	cesto, canasta	panier	cesto	material culture	$ke:mali$ <kéemali> (cesto) {Melendez 2011}	kéemali	ke:mali		ke:mali	k e: m a l i	Melendez 2011	174
189	Piapoco	basket	cesto, canasta	panier	cesto	material culture	<walàya> $walàja$ (cesto) {Epps}	walàya	walàja		walàja	w a l à j a	Epps	175
190	Resigaro	basket	cesto, canasta	panier	cesto	material culture	$míípakó$ (cesto) {Epps}		míípakó		míípakó	m íí p a k ó	Epps	176
191	Tariana	basket	cesto, canasta	panier	cesto	material culture	$káme$ $káme$ (cesta) {Epps}, $mukutú$ $mukutú$ (cesta para transportar frutas) {Epps}, $kusíɾu-maka$ $kusíɾu-maka$ (pequeno balaio) {Epps}		káme		káme	k á m e	Epps	174
192	Tariana	basket	cesto, canasta	panier	cesto	material culture	$káme$ $káme$ (cesta) {Epps}, $mukutú$ $mukutú$ (cesta para transportar frutas) {Epps}, $kusíɾu-maka$ $kusíɾu-maka$ (pequeno balaio) {Epps}		mukutú		mukutú	m u k u t ú	Epps	180
193	Tariana	basket	cesto, canasta	panier	cesto	material culture	$káme$ $káme$ (cesta) {Epps}, $mukutú$ $mukutú$ (cesta para transportar frutas) {Epps}, $kusíɾu-maka$ $kusíɾu-maka$ (pequeno balaio) {Epps}		kusíɾu-maka		kusíɾu-maka	k u s í ɾ u m a k a	Epps	181
194	Warekena	basket	cesto, canasta	panier	cesto	material culture	$kanátu$ (cesta) {Aikhenvald 2012}		kanátu		kanátu	k a n á t u	Aikhenvald 2012	178
195	Yukuna	basket	cesto, canasta	panier	cesto	material culture	$kuwáʔala$ (cesto) {Epps}		kuwáʔala		kuwáʔala	k u w á ʔ a l a	Epps	179
196	Achagua	bat	murcielago	chauve-souris	morcego	animal	$hiʃiri$ <híʃiri> (murcielago) {Melendez 2011}	híʃiri	hiʃiri		hiʃiri	h i ʃ i r i	Melendez 2011	182
197	Baré	bat	murcielago	chauve-souris	morcego	animal	$biyahau$ (morcego) {Oliveira 93}		biyahau		biyahau	b i y a h a u	Oliveira 93	183
198	Kabiyari	bat	murcielago	chauve-souris	morcego	animal	<pít̪iri> $pít̪iri$ (morcego) {Epps}	pít̪iri	pít̪iri		pít̪iri	p í t̪ i r i	Epps	182
199	Piapoco	bat	murcielago	chauve-souris	morcego	animal	<iwàyu> $iwàju$ (morcego) {Epps}	iwàyu	iwàju		iwàju	i w à j u	Epps	185
200	Resigaro	bat	murcielago	chauve-souris	morcego	animal	$pitsʰíigí$ (morcego) {Epps}		pitsʰíigí		pitsʰíigí	p i tsʰ í i g í	Epps	186
201	Tariana	bat	murcielago	chauve-souris	morcego	animal	$písiɾi$ (morcego) {Aikhenvald 2001}		písiɾi		písiɾi	p í s i ɾ i	Aikhenvald 2001	182
202	Yukuna	bat	murcielago	chauve-souris	morcego	animal	$pihiɾí$ (moɾcego) {Epps}		pihiɾí		pihiɾí	p i h i ɾ í	Epps	182
203	Achagua	bathe	bañarse	baigner	banhar	verb.refl	$hideri$ <híderi> (bañar) {Melendez 2011}	híderi	hideri		hideri	h i d e r i	Melendez 2011	187
204	Baré	bathe	bañarse	baigner	banhar	verb.refl	$kawa$ (banhar) {Oliveira 93}		kawa		kawa	k a w a	Oliveira 93	188
205	Piapoco	bathe	bañarse	baigner	banhar	verb.refl	$nùapìdaka$ (bañar) {Klumpp 1995}		nùapìdaka		nùapìdaka	n ù a p ì d a k a	Klumpp 1995	189
206	Resigaro	bathe	bañarse	baigner	banhar	verb.refl	$-aʔpitú$ (banhar) {Allin 1979}		-aʔpitú		-aʔpitú	a ʔ p i t ú	Allin 1979	190
207	Warekena	bathe	bañarse	baigner	banhar	verb.refl	$awa$ (tomar banho) {Aikhenvald 2012}		awa		awa	a w a	Aikhenvald 2012	188
208	Yukuna	bathe	bañarse	baigner	banhar	verb.refl	$aʔapitatákahe$ (banhaɾ) {Schauer 2005}		aʔapitatákahe		aʔapitatákahe	a ʔ a p i t a t á k a h e	Schauer 2005	190
209	Piapoco	be angry	rabiar, enojarse	se fâcher	raiva	verb.emot	$kalúaka numànika$ (enojar) {Klumpp 1995}, $áuɺi jú:láika$ (rabia) {Klumpp 1995}, $ɺúasi$ (rabia) {Klumpp 1995}		kalúaka numànika		kalúaka numànika	k a l ú a k a _ n u m à n i k a	Klumpp 1995	191
210	Piapoco	be angry	rabiar, enojarse	se fâcher	raiva	verb.emot	$kalúaka numànika$ (enojar) {Klumpp 1995}, $áuɺi jú:láika$ (rabia) {Klumpp 1995}, $ɺúasi$ (rabia) {Klumpp 1995}		áuɺi jú:láika		áuɺi jú:láika	á u ɺ i _ j ú: l á i k a	Klumpp 1995	196
211	Piapoco	be angry	rabiar, enojarse	se fâcher	raiva	verb.emot	$kalúaka numànika$ (enojar) {Klumpp 1995}, $áuɺi jú:láika$ (rabia) {Klumpp 1995}, $ɺúasi$ (rabia) {Klumpp 1995}		ɺúasi		ɺúasi	ɺ ú a s i	Klumpp 1995	197
212	Resigaro	be angry	rabiar, enojarse	se fâcher	raiva	verb.emot	$gadyaʔ-ʒú$ (enojar-se) {Allin 1979}		gadyaʔ-ʒú		gadyaʔ-ʒú	g a d y a ʔ ʒ ú	Allin 1979	192
213	Tariana	be angry	rabiar, enojarse	se fâcher	raiva	verb.emot	$kéɾu$ (bravo) {Aikhenvald 2001}		kéɾu		kéɾu	k é ɾ u	Aikhenvald 2001	193
214	Warekena	be angry	rabiar, enojarse	se fâcher	raiva	verb.emot	$aʃeni$ (estar com raiva) {Aikhenvald 2012}		aʃeni		aʃeni	a ʃ e n i	Aikhenvald 2012	194
215	Yukuna	be angry	rabiar, enojarse	se fâcher	raiva	verb.emot	$yútʃaʔakaho$ (ficar com raiva) {Schauer 2005}		yútʃaʔakaho		yútʃaʔakaho	y ú tʃ a ʔ a k a h o	Schauer 2005	195
216	Achagua	be bitter	amargo	amer	amargo	verb.stat	$ihiʃi$ <ihíʃi> (amargo) {Melendez 2011}	ihíʃi	ihiʃi		ihiʃi	i h i ʃ i	Melendez 2011	198
217	Piapoco	be bitter	amargo	amer	amargo	verb.stat	$ipisí:ɾi$ (amargo) {Klumpp 1995}, $ipìsika$ (amargo) {Klumpp 1995}		ipisí:ɾi		ipisí:ɾi	i p i s í: ɾ i	Klumpp 1995	198
218	Piapoco	be bitter	amargo	amer	amargo	verb.stat	$ipisí:ɾi$ (amargo) {Klumpp 1995}, $ipìsika$ (amargo) {Klumpp 1995}		ipìsika		ipìsika	i p ìs i k a	Klumpp 1995	198
219	Resigaro	be bitter	amargo	amer	amargo	verb.stat	$epíitshííʔ$ (amargo) {Allin 1979}		epíitshííʔ		epíitshííʔ	e p í i tsh íí ʔ	Allin 1979	200
220	Tariana	be bitter	amargo	amer	amargo	verb.stat	$heteníte$ (amargo) {Aikhenvald 2001}, $hipisí$ (amargo) {Aikhenvald 2001}		heteníte		heteníte	h e t e n í t e	Aikhenvald 2001	201
221	Tariana	be bitter	amargo	amer	amargo	verb.stat	$heteníte$ (amargo) {Aikhenvald 2001}, $hipisí$ (amargo) {Aikhenvald 2001}		hipisí		hipisí	h i p i s í	Aikhenvald 2001	198
222	Warekena	be bitter	amargo	amer	amargo	verb.stat	$uɾuni$ (ser amargo) {Aikhenvald 2012}		uɾuni		uɾuni	u ɾ u n i	Aikhenvald 2012	202
223	Yukuna	be bitter	amargo	amer	amargo	verb.stat	$ipihini$ (coisa amarga) {Schauer 2005}		ipihini		ipihini	i p i h i n i	Schauer 2005	198
224	Achagua	be black	negro	noir	preto	verb.stat	$katʃahulailau$ <katʃáhulailau> (negro) {Melendez 2011}	katʃáhulailau	katʃahulailau		katʃahulailau	k a tʃ a h u l a i l a u	Melendez 2011	203
225	Baré	be black	negro	noir	preto	verb.stat	$tai$ (preto) {Oliveira 93}		tai		tai	t a i	Oliveira 93	204
226	Kabiyari	be black	negro	noir	preto	verb.stat	<kewere-ri> $kewere-ri$ (preto) {Epps}	kewere-ri	kewere-ri		kewere-ri	k e w e r e r i	Epps	205
227	Piapoco	be black	negro	noir	preto	verb.stat	<cúulíiri> $kú:lí:ɾi$ (preto) {Epps}, $kú:ɺika$ (ser preto) {Klumpp 1995}	cúulíiri	kú:lí:ɾi		kú:lí:ɾi	k ú: l í: ɾ i	Epps	205
228	Piapoco	be black	negro	noir	preto	verb.stat	<cúulíiri> $kú:lí:ɾi$ (preto) {Epps}, $kú:ɺika$ (ser preto) {Klumpp 1995}		kú:ɺika		kú:ɺika	k ú: ɺ i k a	Klumpp 1995	205
229	Resigaro	be black	negro	noir	preto	verb.stat	$tsaphóʔ$ (negro) {Allin 1979}		tsaphóʔ		tsaphóʔ	ts a ph ó ʔ	Allin 1979	207
230	Tariana	be black	negro	noir	preto	verb.stat	$kadíte$ (preto) {Aikhenvald 2001}		kadíte		kadíte	k a d í t e	Aikhenvald 2001	208
231	Warekena	be black	negro	noir	preto	verb.stat	$ʃeʃeɾi$ (preto) {Aikhenvald 2012}		ʃeʃeɾi		ʃeʃeɾi	ʃ e ʃ e ɾ i	Aikhenvald 2012	209
232	Yukuna	be black	negro	noir	preto	verb.stat	$kameni$ (preto) {Schauer 2005}		kameni		kameni	k a m e n i	Schauer 2005	210
233	Achagua	be blue	azul	bleu	azul	verb.stat	$ule:ji:$ <uléejii> (azul, verde) {Melendez 2011}	uléejii	ule:ji:		ule:ji:	u l e: j i:	Melendez 2011	211
234	Baré	be blue	azul	bleu	azul	verb.stat	$kurini$ (azul) {Oliveira 93}		kurini		kurini	k u r i n i	Oliveira 93	212
235	Piapoco	be blue	azul	bleu	azul	verb.stat	$kapìɾalé:ɾi$ (azul) {Klumpp 1995}, $kapìɾaɺéka$ (ser azul) {Klumpp 1995}		kapìɾalé:ɾi		kapìɾalé:ɾi	k a p ì ɾ a l é: ɾ i	Klumpp 1995	213
236	Piapoco	be blue	azul	bleu	azul	verb.stat	$kapìɾalé:ɾi$ (azul) {Klumpp 1995}, $kapìɾaɺéka$ (ser azul) {Klumpp 1995}		kapìɾaɺéka		kapìɾaɺéka	k a p ì ɾ a ɺ é k a	Klumpp 1995	213
237	Tariana	be blue	azul	bleu	azul	verb.stat	$hipolíte$ (ser) {Aikhenvald 2001}		hipolíte		hipolíte	h i p o l í t e	Aikhenvald 2001	214
238	Warekena	be blue	azul	bleu	azul	verb.stat	$ayúneɾi$ (azul) {Aikhenvald 2012}		ayúneɾi		ayúneɾi	a y ú n e ɾ i	Aikhenvald 2012	215
239	Yukuna	be blue	azul	bleu	azul	verb.stat	$ipuɾeni$ (azul claro) {Schauer 2005}, $ipiɾani$ (azul escuro) {Schauer 2005}		ipuɾeni		ipuɾeni	i p u ɾ e n i	Schauer 2005	212
240	Yukuna	be blue	azul	bleu	azul	verb.stat	$ipuɾeni$ (azul claro) {Schauer 2005}, $ipiɾani$ (azul escuro) {Schauer 2005}		ipiɾani		ipiɾani	i p i ɾ a n i	Schauer 2005	212
241	Piapoco	be born	nacer	naître	nascer	verb	$asáika$ (nacer) {Klumpp 1995}		asáika		asáika	a s á i k a	Klumpp 1995	216
242	Resigaro	be born	nacer	naître	nascer	verb	$-kéʔʒó$ (nascer) {Allin 1979}		-kéʔʒó		-kéʔʒó	k é ʔʒ ó	Allin 1979	217
243	Tariana	be born	nacer	naître	nascer	verb	$kapudé-peɾi$ (nascer, planta) {Aikhenvald 2001}		kapudé-peɾi		kapudé-peɾi	k a p u d é p e ɾ i	Aikhenvald 2001	218
244	Warekena	be born	nacer	naître	nascer	verb	$enina$ (nascer) {Aikhenvald 2012}		enina		enina	e n i n a	Aikhenvald 2012	219
245	Yukuna	be born	nacer	naître	nascer	verb	$motoʔokahe$ (nascer) {Schauer 2005}		motoʔokahe		motoʔokahe	m o t o ʔ o k a h e	Schauer 2005	220
246	Achagua	be dark, be night	oscuro	dans le noir, faire nuit, sombre	escuro	verb.stat	$katawakai$ <katáwakai> (oscuro) {Melendez 2011}	katáwakai	katawakai		katawakai	k a t a w a k a i	Melendez 2011	221
247	Kabiyari	be dark, be night	oscuro	dans le noir, faire nuit, sombre	escuro	verb.stat	$keweɾeka$ (escuro) {H&R 1992}		keweɾeka		keweɾeka	k e w e ɾ e k a	H&R 1992	222
